"smallest-text-minus href","listing-image src","listing-text-new","listing-text-new 2","fade-out-content-wrapper","fade-out-content-wrapper 2","fade-out-content-wrapper 3","fade-out-content-wrapper href 4","db","fade-out-content-wrapper 4","fade-out-content-wrapper 5","fade-out-content-wrapper 6"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-line/boyasiz-2015-bmw-3-20i-ed-lci-170-bg-sedefli-emsalsiz-63-km/24280689","https://arbstorage.mncdn.com/ilanfotograflari/2024/01/16/24280689/858810cb-8b5b-4795-878e-0a77ebefd191_image_for_silan_24280689_240x180.jpg","BMW 3 Serisi 320i ED Sport Line","*BOYASIZ* 2015 BMW 3.20İ ED LCİ 170 BG +SEDEFLİ +EMSALSİZ +63.KM","2015","63.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-line/boyasiz-2015-bmw-3-20i-ed-lci-170-bg-sedefli-emsalsiz-63-km/24280689","1.540.000 TL","17 Temmuz 2024","Aksaray","Merkez"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-premium/galeriden-bmw-3-serisi-320d-premium-2007-model-istanbul/25678313","https://arbstorage.mncdn.com/ilanfotograflari/2024/06/15/25678313/0160b1cd-42c9-464f-be27-a2c1f5861417_image_for_silan_25678313_240x180.jpg","BMW 3 Serisi 320d Premium","Galeriden BMW 3 Serisi 320d Premium 2007 Model İstanbul","2007","300.000","Siyah","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-premium/galeriden-bmw-3-serisi-320d-premium-2007-model-istanbul/25678313","650.000 TL","13 Temmuz 2024","İstanbul","Üsküdar"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-modern-line/galeriden-bmw-3-serisi-320d-modern-line-2012-model-istanbul/25641223","https://arbstorage.mncdn.com/ilanfotograflari/2024/06/10/25641223/0eb8de72-44dd-4d52-9cdf-e7ccb21e62b9_image_for_silan_25641223_240x180.jpg","BMW 3 Serisi 320d Modern Line","Galeriden BMW 3 Serisi 320d Modern Line 2012 Model İstanbul","2012","254.000","Kahverengi","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-modern-line/galeriden-bmw-3-serisi-320d-modern-line-2012-model-istanbul/25641223","1.068.000 TL","08 Temmuz 2024","İstanbul","Güngören"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-sport-line/tertemiz-bakimli-2017-bmw-320-d-otomatik-sportline-160-binde/25589461","https://arbstorage.mncdn.com/ilanfotograflari/2024/06/04/25589461/746b0477-71ba-4f5b-bcb3-f918b3720398_image_for_silan_25589461_240x180.jpg","BMW 3 Serisi 320d Sport Line","TERTEMİZ BAKIMLI 2017 BMW 320 D OTOMATİK SPORTLINE 160 BİNDE","2017","160.000","Füme","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-sport-line/tertemiz-bakimli-2017-bmw-320-d-otomatik-sportline-160-binde/25589461","1.495.000 TL","02 Temmuz 2024","Antalya","Manavgat"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-edition-m-sport/kulceden-bmw-3-serisi-320d-edition-m-sport-2018-model-manisa/25043088","https://arbstorage.mncdn.com/ilanfotograflari/2024/04/06/25043088/d9b6d864-9a7b-40a4-83ae-164e983e09a0_image_for_silan_25043088_240x180.jpg","BMW 3 Serisi 320d Edition M Sport","Külçe’den BMW 3 Serisi 320d Edition M Sport 2018 Model Manisa","2018","123.000","Siyah","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-edition-m-sport/kulceden-bmw-3-serisi-320d-edition-m-sport-2018-model-manisa/25043088","1.519.000 TL","20 Haziran 2024","Manisa","Salihli"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-edition-sport-line/sahibinden-bmw-3-serisi-320d-edition-sport-line-2018-model/25606211","https://arbstorage.mncdn.com/ilanfotograflari/2024/06/06/25606211/c131e37f-e331-425b-b31c-a0488c9f7e39_image_for_silan_25606211_240x180.jpg","BMW 3 Serisi 320d Edition Sport Line","Sahibinden BMW 3 Serisi 320d Edition Sport Line 2018 Model","2018","48.702","Siyah","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-edition-sport-line/sahibinden-bmw-3-serisi-320d-edition-sport-line-2018-model/25606211","1.970.000 TL","06 Haziran 2024","İstanbul","Bakırköy"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-m-plus/galeriden-bmw-3-serisi-320i-ed-m-plus-2015-model-manisa/26002759","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/27/26002759/77c5cb54-56b1-471c-b7e7-967b068f03c1_image_for_silan_26002759_240x180.jpg","BMW 3 Serisi 320i ED M Plus","Galeriden BMW 3 Serisi 320i ED M Plus 2015 Model Manisa","2015","175.000","Füme","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-m-plus/galeriden-bmw-3-serisi-320i-ed-m-plus-2015-model-manisa/26002759","1.350.000 TL","27 Temmuz 2024","Manisa","Şehzadeler"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/galeriden-bmw-3-serisi-320i-ed-40th-year-edition-2016-model-bursa/26002672","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/27/26002672/3a64ec0a-7dfe-4767-ad0b-f2aabe0b04e3_image_for_silan_26002672_240x180.jpg","BMW 3 Serisi 320i ED 40th Year Edition","Galeriden BMW 3 Serisi 320i ED 40th Year Edition 2016 Model Bursa","2016","135.000","Gri (Gümüş)","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/galeriden-bmw-3-serisi-320i-ed-40th-year-edition-2016-model-bursa/26002672","1.580.000 TL","27 Temmuz 2024","Bursa","Osmangazi"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-premium/fiyat-kisa-sureli-dustu-140-00km/25362566","https://arbstorage.mncdn.com/ilanfotograflari/2024/05/12/25362566/b2a6e601-285d-435e-9ec8-7ca32ac4b0a1_image_for_silan_25362566_240x180.jpg","BMW 3 Serisi 316i Premium","FİYAT KISA SÜRELİ DÜŞTÜ ! 140.00km","2009","143.000","Siyah","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-premium/fiyat-kisa-sureli-dustu-140-00km/25362566","740.000 TL","27 Temmuz 2024","İstanbul","Üsküdar"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-premium/sahibinden-bakimlari-yapilmis-bmw-316i-premium-isik-gri-titanyum/25222686","https://arbstorage.mncdn.com/ilanfotograflari/2024/04/27/25222686/6926b4df-0304-4289-8ca5-d3a8e5e0a2b9_image_for_silan_25222686_240x180.jpg","BMW 3 Serisi 316i Premium","Sahibinden Bakımları yapılmış BMW 316i Premium ışık Gri (titanyum)","2008","197.500","Gri (titanyum)","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-premium/sahibinden-bakimlari-yapilmis-bmw-316i-premium-isik-gri-titanyum/25222686","639.000 TL","27 Temmuz 2024","Balıkesir","Bandırma"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-328i-standart/sahibinden-bmw-3-serisi-328i-standart-1998-model/25527808","https://arbstorage.mncdn.com/ilanfotograflari/2024/05/28/25527808/f287da0a-a6d6-4e68-b11e-50d38b9a6053_image_for_silan_25527808_240x180.jpg","BMW 3 Serisi 328i Standart","Sahibinden BMW 3 Serisi 328i Standart 1998 Model","1998","242.000","Mavi (metalik)","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-328i-standart/sahibinden-bmw-3-serisi-328i-standart-1998-model/25527808","445.000 TL","27 Temmuz 2024","İzmir","Bergama"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-standart/sahibinden-bmw-3-serisi-320i-ed-standart-2014-model-hatay-115-000-km-beyaz/25998247","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/26/25998247/d131d5b6-28b6-4af7-8cbb-e23f7a8c841f_image_for_silan_25998247_240x180.jpg","BMW 3 Serisi 320i ED Standart","Sahibinden BMW 3 Serisi 320i ED Standart 2014 Model Hatay 115.000 km Beyaz","2014","130.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-standart/sahibinden-bmw-3-serisi-320i-ed-standart-2014-model-hatay-115-000-km-beyaz/25998247","1.117.500 TL","27 Temmuz 2024","Hatay","İskenderun"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2008-model/26002360","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/27/26002360/f1091d1f-7d70-4aa0-a25b-5cccba77d60c_image_for_silan_26002360_240x180.jpg","BMW 3 Serisi 316i Standart","Sahibinden BMW 3 Serisi 316i Standart 2008 Model","2008","345.000","Siyah","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2008-model/26002360","650.000 TL","27 Temmuz 2024","Ankara","Çankaya"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-premium/sahibinden-bmw-3-serisi-316i-premium-2008-model/26001953","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/27/26001953/041345db-7d1a-4df4-8085-e16b0d40c494_image_for_silan_26001953_240x180.jpg","BMW 3 Serisi 316i Premium","Sahibinden BMW 3 Serisi 316i Premium 2008 Model","2008","197.900","Gri (titanyum)","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-premium/sahibinden-bmw-3-serisi-316i-premium-2008-model/26001953","625.000 TL","27 Temmuz 2024","Balıkesir","Bandırma"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2008-model/26000515","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/27/26000515/5677ce95-a1de-4a70-abc2-096b6794f12c_image_for_silan_26000515_240x180.jpg","BMW 3 Serisi 316i Standart","Sahibinden BMW 3 Serisi 316i Standart 2008 Model","2008","189.000","Siyah","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2008-model/26000515","640.000 TL","27 Temmuz 2024","Kayseri","Kocasinan"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-premium/bmw-3-serisi-320d-m-sport-2008/25999703","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/27/25999703/6f47d120-1795-4ad2-aa1c-39434b434dfb_image_for_silan_25999703_240x180.jpg","BMW 3 Serisi 320d Premium","BMW 3 Serisi 320d M-SPORT 2008","2008","212.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-premium/bmw-3-serisi-320d-m-sport-2008/25999703","850.000 TL","27 Temmuz 2024","Ankara","Çankaya"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i/sahibinden-bmw-3-serisi-320i-2000-model/26001156","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/27/26001156/1edbdf15-4b41-42b5-aae2-a9a3a44940ac_image_for_silan_26001156_240x180.jpg","BMW 3 Serisi 320i","Sahibinden BMW 3 Serisi 320i 2000 Model","2000","347.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i/sahibinden-bmw-3-serisi-320i-2000-model/26001156","550.000 TL","27 Temmuz 2024","Ankara","Altındağ"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-1989-model/25997338","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/26/25997338/b4dd28aa-227b-4db9-b574-fcf4643b9252_image_for_silan_25997338_240x180.jpg","BMW 3 Serisi 316i Standart","Sahibinden BMW 3 Serisi 316i Standart 1989 Model","1989","180.000","Siyah","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-1989-model/25997338","215.000 TL","27 Temmuz 2024","İzmir","Konak"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-techno-plus/sahibinden-bmw-3-serisi-320d-techno-plus-2012-model/25997087","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/26/25997087/d124c1e6-d893-4528-b9fa-22380256e9df_image_for_silan_25997087_240x180.jpg","BMW 3 Serisi 320d Techno Plus","Sahibinden BMW 3 Serisi 320d Techno Plus 2012 Model","2012","256.000","Siyah","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-techno-plus/sahibinden-bmw-3-serisi-320d-techno-plus-2012-model/25997087","1.045.000 TL","27 Temmuz 2024","Balıkesir","Altıeylül"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i/sahibinden-bmw-3-serisi-320i-1991-model/25996832","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/26/25996832/5d395637-2940-4fda-a2a9-e242e70cc075_image_for_silan_25996832_240x180.jpg","BMW 3 Serisi 320i","Sahibinden BMW 3 Serisi 320i 1991 Model","1991","367.000","Siyah","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i/sahibinden-bmw-3-serisi-320i-1991-model/25996832","340.000 TL","27 Temmuz 2024","Bursa","Osmangazi"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-sport/galeriden-bmw-3-serisi-320d-sport-2012-model-istanbul/25782654","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/01/25782654/ae7afd44-47c8-466d-b6b7-849d3d1136e2_image_for_silan_25782654_240x180.jpg","BMW 3 Serisi 320d Sport","Galeriden BMW 3 Serisi 320d Sport 2012 Model İstanbul","2012","247.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-sport/galeriden-bmw-3-serisi-320d-sport-2012-model-istanbul/25782654","1.450.000 TL","27 Temmuz 2024","İstanbul","Ataşehir"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-m-sport/osmanli-motorss-bafradan-bmw-3-serisi-320d-m-sport-2011-model/26000415","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/27/26000415/9ebb87ec-3064-4cea-bed5-c397b67fcdd3_image_for_silan_26000415_240x180.jpg","BMW 3 Serisi 320d M Sport","OSMANLI MOTORSS BAFRADAN 
 BMW 3 Serisi 320d M Sport 2011 Model","2011","260.000","Siyah","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-m-sport/osmanli-motorss-bafradan-bmw-3-serisi-320d-m-sport-2011-model/26000415","925.000 TL","27 Temmuz 2024","Samsun","Bafra"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-sport-line/sahibinden-bmw-3-serisi-320i-ed-sport-line-2016-model-istanbul-130-000-km-kirmizi/25516082","https://arbstorage.mncdn.com/ilanfotograflari/2024/05/27/25516082/171da8ca-3e6e-4e42-b11b-1f08d221e2d2_image_for_silan_25516082_240x180.jpg","BMW 3 Serisi 320i ED Sport Line","Sahibinden BMW 3 Serisi 320i ED Sport Line 2016 Model İstanbul 130.000 km Kırmızı","2016","130.000","Kırmızı","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-sport-line/sahibinden-bmw-3-serisi-320i-ed-sport-line-2016-model-istanbul-130-000-km-kirmizi/25516082","1.500.000 TL","27 Temmuz 2024","İstanbul","Sancaktepe"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-premium/sahibinden-bmw-3-serisi-320d-premium-2006-model/25999774","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/27/25999774/9b91ed59-0848-48f1-977f-602616d5c78a_image_for_silan_25999774_240x180.jpg","BMW 3 Serisi 320d Premium","Sahibinden BMW 3 Serisi 320d Premium 2006 Model","2006","309.000","Gri (metalik)","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-premium/sahibinden-bmw-3-serisi-320d-premium-2006-model/25999774","675.000 TL","27 Temmuz 2024","Ankara","Çankaya"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-318d-premium/galeriden-bmw-3-serisi-318d-premium-2009-model-adana/25999448","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/27/25999448/dbaf408a-98cc-4070-b298-80d3df9be4bd_image_for_silan_25999448_240x180.jpg","BMW 3 Serisi 318d Premium","Galeriden BMW 3 Serisi 318d Premium 2009 Model Adana","2009","338.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-318d-premium/galeriden-bmw-3-serisi-318d-premium-2009-model-adana/25999448","669.750 TL","27 Temmuz 2024","Adana","Seyhan"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-modern-line/harman-cordon-hayalet-ekran-m-spor-tempon-ayrica-orjinal-tempon-set-halinde-mevcut-yedek-olarak-veri/25340764","https://arbstorage.mncdn.com/ilanfotograflari/2024/05/10/25340764/5f8f94cd-ba96-4ecd-baa2-c5604a33af6d_image_for_silan_25340764_240x180.jpg","BMW 3 Serisi 320d Modern Line","Harman cordon hayalet ekran m spor tempon ayrıca orjinal tempon set halinde mevcut yedek olarak verilecek","2015","200.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-modern-line/harman-cordon-hayalet-ekran-m-spor-tempon-ayrica-orjinal-tempon-set-halinde-mevcut-yedek-olarak-veri/25340764","1.100.000 TL","27 Temmuz 2024","Şanlıurfa","Haliliye"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-standart/galeriden-bmw-3-serisi-316i-standart-2005-model-antalya/25885126","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/13/25885126/64e5d450-ce92-41db-93c1-cfb6e7913c18_image_for_silan_25885126_240x180.jpg","BMW 3 Serisi 316i Standart","Galeriden BMW 3 Serisi 316i Standart 2005 Model Antalya","2005","290.000","Gri","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-standart/galeriden-bmw-3-serisi-316i-standart-2005-model-antalya/25885126","470.000 TL","27 Temmuz 2024","Antalya","Muratpaşa"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-first-edition-m-sport/camlica-motors-dan-bmw-3-20i-first-edition-m-sport/25765887","https://arbstorage.mncdn.com/ilanfotograflari/2024/06/29/25765887/943cd957-ce3b-455b-b878-5bbb7cbaae09_image_for_silan_25765887_240x180.jpg","BMW 3 Serisi 320i First Edition M Sport","ÇAMLICA MOTORS'DAN BMW 3.20İ FİRST EDİTİON M SPORT","2019","80.250","Gri","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-first-edition-m-sport/camlica-motors-dan-bmw-3-20i-first-edition-m-sport/25765887","1.990.000 TL","27 Temmuz 2024","İstanbul","Üsküdar"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-line/hatasiz-bmw-3-20i-ed-sportline/25887298","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/13/25887298/7de58b0c-5cb5-4b36-9c68-0fd266c55231_image_for_silan_25887298_240x180.jpg","BMW 3 Serisi 320i ED Sport Line","HATASIZ BMW 3.20İ ED SPORTLINE","2014","136.789","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-line/hatasiz-bmw-3-20i-ed-sportline/25887298","1.299.000 TL","27 Temmuz 2024","Muğla","Bodrum"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-coupe/tabi-car-2009-bmw-320i-coupe-170-hp-m-sport-12-ay-taksit-k-k/25886784","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/13/25886784/d697ddbb-09da-4c8c-99e3-e2fa58d12c3c_image_for_silan_25886784_240x180.jpg","BMW 3 Serisi 320i Coupe","TABİ CAR - 2009 BMW 320i Coupe 170 HP M Sport 12 AY TAKSİT K.K","2009","179.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-coupe/tabi-car-2009-bmw-320i-coupe-170-hp-m-sport-12-ay-taksit-k-k/25886784","875.777 TL","27 Temmuz 2024","Hatay","Dörtyol"
